,Airline,Date of Journey,Source,Destination,Departure Time,Arrival Time,Duration,Total Stops,Price
717,IndiGo, 5 Mar 2022,Jaipur,Mumbai,14:20,23:30,9h 10m,1 Stop,"7,253"
718,Air Asia, 5 Mar 2022,Jaipur,Mumbai,23:50,06:35,6h 45m,1 Stop,"7,710"
719,Go First, 5 Mar 2022,Jaipur,Mumbai,21:45,23:30,1h 45m,Non Stop,"7,789"
720,Go First, 5 Mar 2022,Jaipur,Mumbai,08:45,10:55,2h 10m,Non Stop,"7,789"
721,IndiGo, 5 Mar 2022,Jaipur,Mumbai,14:15,16:05,1h 50m,Non Stop,"8,261"
722,IndiGo, 5 Mar 2022,Jaipur,Mumbai,06:20,08:15,1h 55m,Non Stop,"8,261"
723,IndiGo, 5 Mar 2022,Jaipur,Mumbai,12:40,19:50,7h 10m,1 Stop,"9,080"
724,IndiGo, 5 Mar 2022,Jaipur,Mumbai,19:00,20:45,1h 45m,Non Stop,"9,416"
725,Air Asia, 23 Mar 2022,Jaipur,Hyderabad,17:15,08:45,15h 30m,2 Stop(s),"3,921"
726,Air India, 23 Mar 2022,Jaipur,Hyderabad,14:00,21:35,7h 35m,1 Stop,"4,085"
727,IndiGo, 23 Mar 2022,Jaipur,Hyderabad,17:40,19:40,2h 00m,Non Stop,"4,376"
728,IndiGo, 23 Mar 2022,Jaipur,Hyderabad,04:50,06:55,2h 05m,Non Stop,"4,376"
729,Air Asia, 23 Mar 2022,Jaipur,Hyderabad,11:50,13:40,1h 50m,Non Stop,"4,377"
730,Air India, 23 Mar 2022,Jaipur,Hyderabad,20:35,10:30,13h 55m,1 Stop,"4,576"
731,Air India, 23 Mar 2022,Jaipur,Hyderabad,20:35,11:55,15h 20m,1 Stop,"4,576"
732,Air India, 23 Mar 2022,Jaipur,Hyderabad,20:35,23:35,27h 00m,1 Stop,"4,576"
733,IndiGo, 23 Mar 2022,Jaipur,Hyderabad,05:15,11:30,6h 15m,1 Stop,"4,748"
734,IndiGo, 23 Mar 2022,Jaipur,Hyderabad,22:20,07:20,9h 00m,1 Stop,"4,748"
735,IndiGo, 23 Mar 2022,Jaipur,Hyderabad,22:20,08:20,10h 00m,1 Stop,"4,748"
736,IndiGo, 23 Mar 2022,Jaipur,Hyderabad,14:15,18:35,4h 20m,1 Stop,"4,816"
737,IndiGo, 23 Mar 2022,Jaipur,Hyderabad,06:20,12:05,5h 45m,1 Stop,"4,816"
738,IndiGo, 23 Mar 2022,Jaipur,Hyderabad,14:15,20:05,5h 50m,1 Stop,"4,816"
739,IndiGo, 23 Mar 2022,Jaipur,Hyderabad,14:15,21:25,7h 10m,1 Stop,"4,816"
740,IndiGo, 23 Mar 2022,Jaipur,Hyderabad,06:20,14:05,7h 45m,1 Stop,"4,816"
741,Air India, 23 Mar 2022,Jaipur,Hyderabad,20:35,19:20,22h 45m,1 Stop,"4,996"
742,IndiGo, 23 Mar 2022,Jaipur,Hyderabad,18:30,01:00,6h 30m,1 Stop,"5,027"
743,IndiGo, 23 Mar 2022,Jaipur,Hyderabad,12:00,21:30,9h 30m,1 Stop,"5,027"
744,IndiGo, 23 Mar 2022,Jaipur,Hyderabad,12:00,23:10,11h 10m,1 Stop,"5,027"
745,IndiGo, 23 Mar 2022,Jaipur,Hyderabad,14:10,21:10,7h 00m,1 Stop,"5,120"
746,IndiGo, 23 Mar 2022,Jaipur,Hyderabad,14:20,23:30,9h 10m,1 Stop,"5,338"
747,IndiGo, 23 Mar 2022,Jaipur,Hyderabad,09:55,18:10,8h 15m,1 Stop,"5,358"
748,IndiGo, 23 Mar 2022,Jaipur,Hyderabad,09:55,19:30,9h 35m,1 Stop,"5,358"
749,Air Asia, 23 Mar 2022,Jaipur,Hyderabad,10:25,17:45,7h 20m,2 Stop(s),"5,469"
750,Go First, 1 Apr 2022,Lucknow,Kolkata,19:55,21:35,1h 40m,Non Stop,"1,865"
751,IndiGo, 1 Apr 2022,Lucknow,Kolkata,16:00,20:15,4h 15m,1 Stop,"2,922"
752,IndiGo, 1 Apr 2022,Lucknow,Kolkata,16:00,17:40,1h 40m,Non Stop,"3,156"
753,IndiGo, 1 Apr 2022,Lucknow,Kolkata,09:20,11:00,1h 40m,Non Stop,"3,523"
754,IndiGo, 1 Apr 2022,Lucknow,Kolkata,08:45,16:55,8h 10m,1 Stop,"4,089"
755,IndiGo, 1 Apr 2022,Lucknow,Kolkata,09:35,18:10,8h 35m,1 Stop,"4,089"
756,IndiGo, 1 Apr 2022,Lucknow,Kolkata,08:45,18:05,9h 20m,1 Stop,"4,089"
757,Air India, 1 Apr 2022,Lucknow,Kolkata,20:15,09:00,12h 45m,1 Stop,"5,648"
758,Air India, 1 Apr 2022,Lucknow,Kolkata,20:15,22:25,26h 10m,1 Stop,"5,648"
759,Go First, 1 Apr 2022,Lucknow,Kolkata,18:35,23:40,5h 05m,1 Stop,"5,876"
760,Go First, 1 Apr 2022,Lucknow,Kolkata,13:40,23:40,10h 00m,1 Stop,"5,876"
761,Go First, 1 Apr 2022,Lucknow,Kolkata,18:35,07:50,13h 15m,1 Stop,"5,876"
762,Go First, 1 Apr 2022,Lucknow,Kolkata,08:25,23:40,15h 15m,1 Stop,"5,876"
763,Air India, 1 Apr 2022,Lucknow,Kolkata,14:05,09:00,18h 55m,1 Stop,"5,910"
764,IndiGo, 1 Apr 2022,Lucknow,Kolkata,17:10,22:55,5h 45m,1 Stop,"5,914"
765,IndiGo, 1 Apr 2022,Lucknow,Kolkata,08:45,13:35,4h 50m,1 Stop,"5,991"
766,Vistara, 1 Apr 2022,Lucknow,Kolkata,17:50,22:45,4h 55m,1 Stop,"6,010"
767,Vistara, 1 Apr 2022,Lucknow,Kolkata,15:25,22:45,7h 20m,1 Stop,"6,010"
768,Air India, 1 Apr 2022,Lucknow,Kolkata,20:15,14:30,18h 15m,1 Stop,"6,068"
769,Vistara, 1 Apr 2022,Lucknow,Kolkata,17:50,08:20,14h 30m,1 Stop,"6,115"
770,Vistara, 1 Apr 2022,Lucknow,Kolkata,17:50,09:35,15h 45m,1 Stop,"6,115"
771,Vistara, 1 Apr 2022,Lucknow,Kolkata,15:25,08:20,16h 55m,1 Stop,"6,115"
772,Vistara, 1 Apr 2022,Lucknow,Kolkata,15:25,09:35,18h 10m,1 Stop,"6,115"
773,IndiGo, 1 Apr 2022,Lucknow,Kolkata,14:45,20:25,5h 40m,1 Stop,"6,202"
774,Vistara, 1 Apr 2022,Lucknow,Kolkata,17:50,18:05,24h 15m,1 Stop,"6,220"
775,Vistara, 4 Apr 2022,Kochi,New Delhi,19:45,22:55,3h 10m,1 Stop,"3,645"
776,Vistara, 4 Apr 2022,Kochi,New Delhi,09:15,12:30,3h 15m,1 Stop,"3,645"
777,Air India, 4 Apr 2022,Kochi,New Delhi,20:30,23:45,3h 15m,1 Stop,"3,645"
778,Air India, 4 Apr 2022,Kochi,New Delhi,08:05,19:10,11h 05m,1 Stop,"3,645"
779,Air India, 4 Apr 2022,Kochi,New Delhi,08:05,20:10,12h 05m,1 Stop,"3,645"
780,Air India, 4 Apr 2022,Kochi,New Delhi,20:10,10:15,14h 05m,1 Stop,"3,645"
781,Air India, 4 Apr 2022,Kochi,New Delhi,20:10,11:10,15h 00m,1 Stop,"3,645"
782,Air India, 4 Apr 2022,Kochi,New Delhi,20:10,19:10,23h 00m,1 Stop,"3,645"
783,Air India, 4 Apr 2022,Kochi,New Delhi,20:10,20:10,24h 00m,1 Stop,"3,645"
784,Air India, 4 Apr 2022,Kochi,New Delhi,08:05,10:15,26h 10m,Non Stop,"3,648"
785,Air India, 4 Apr 2022,Kochi,New Delhi,08:05,11:10,27h 05m,Non Stop,"3,648"
786,Air India, 4 Apr 2022,Kochi,New Delhi,08:05,18:20,10h 15m,Non Stop,"3,648"
787,Air India, 4 Apr 2022,Kochi,New Delhi,20:10,11:20,15h 10m,2 Stop(s),"4,194"
788,Air India, 4 Apr 2022,Kochi,New Delhi,20:10,18:20,22h 10m,1 Stop,"4,194"
789,Air India, 4 Apr 2022,Kochi,New Delhi,20:10,21:15,25h 05m,1 Stop,"4,194"
790,Air India, 4 Apr 2022,Kochi,New Delhi,08:05,11:20,27h 15m,2 Stop(s),"4,194"
791,Air India, 4 Apr 2022,Kochi,New Delhi,08:05,21:15,23h 00m,2 Stop(s),"4,194"
792,Air India, 4 Apr 2022,Kochi,New Delhi,20:10,12:20,24h 00m,1 Stop,"4,194"
793,Air India, 4 Apr 2022,Kochi,New Delhi,08:05,12:20,26h 10m,1 Stop,"4,194"
794,Air Asia, 4 Apr 2022,Kochi,New Delhi,08:50,12:00,27h 05m,2 Stop(s),"4,194"
795,Air Asia, 4 Apr 2022,Kochi,New Delhi,17:25,01:00,10h 15m,1 Stop,"4,509"
796,Air Asia, 4 Apr 2022,Kochi,New Delhi,21:25,03:20,15h 10m,1 Stop,"4,509"
797,Air Asia, 4 Apr 2022,Kochi,New Delhi,21:25,03:35,22h 10m,1 Stop,"4,509"
798,Air Asia, 4 Apr 2022,Kochi,New Delhi,07:35,14:05,25h 05m,1 Stop,"4,509"
799,Air Asia, 4 Apr 2022,Kochi,New Delhi,15:20,01:00,27h 15m,1 Stop,"4,509"
800,IndiGo, 20 Mar 2022,Kochi,Goa,23:10,00:35,1h 25m,Non Stop,"2,734"
801,Air Asia, 20 Mar 2022,Kochi,Goa,23:20,07:00,7h 40m,1 Stop,"3,931"
802,Air Asia, 20 Mar 2022,Kochi,Goa,21:25,07:00,9h 35m,1 Stop,"3,931"
803,Air Asia, 20 Mar 2022,Kochi,Goa,15:20,22:00,6h 40m,1 Stop,"3,934"
804,Air Asia, 20 Mar 2022,Kochi,Goa,14:45,22:00,7h 15m,1 Stop,"3,934"
805,IndiGo, 20 Mar 2022,Kochi,Goa,11:25,18:25,7h 00m,1 Stop,"3,957"
806,IndiGo, 20 Mar 2022,Kochi,Goa,11:25,21:15,9h 50m,1 Stop,"3,957"
807,IndiGo, 20 Mar 2022,Kochi,Goa,22:00,02:00,4h 00m,1 Stop,"4,272"
808,IndiGo, 20 Mar 2022,Kochi,Goa,21:20,02:00,4h 40m,1 Stop,"4,272"
809,IndiGo, 20 Mar 2022,Kochi,Goa,22:00,07:35,9h 35m,1 Stop,"4,272"
810,IndiGo, 20 Mar 2022,Kochi,Goa,21:20,07:35,10h 15m,1 Stop,"4,272"
811,IndiGo, 20 Mar 2022,Kochi,Goa,07:30,11:30,4h 00m,1 Stop,"4,435"
812,IndiGo, 20 Mar 2022,Kochi,Goa,05:10,11:30,6h 20m,1 Stop,"4,435"
813,IndiGo, 20 Mar 2022,Kochi,Goa,07:30,14:05,6h 35m,1 Stop,"4,435"
814,IndiGo, 20 Mar 2022,Kochi,Goa,07:30,14:55,7h 25m,1 Stop,"4,435"
815,IndiGo, 20 Mar 2022,Kochi,Goa,05:10,14:05,8h 55m,1 Stop,"4,435"
816,IndiGo, 20 Mar 2022,Kochi,Goa,05:10,14:55,9h 45m,1 Stop,"4,435"
817,IndiGo, 20 Mar 2022,Kochi,Goa,18:45,22:35,3h 50m,1 Stop,"4,836"
818,Air Asia, 20 Mar 2022,Kochi,Goa,07:35,19:35,12h 00m,2 Stop(s),"5,179"
819,Air India, 20 Mar 2022,Kochi,Goa,15:30,17:00,25h 30m,1 Stop,"5,461"
820,Air India, 20 Mar 2022,Kochi,Goa,15:30,20:30,5h 00m,2 Stop(s),"5,989"
821,IndiGo, 20 Mar 2022,Kochi,Goa,12:50,23:35,10h 45m,1 Stop,"6,677"
822,IndiGo, 20 Mar 2022,Kochi,Goa,12:50,20:50,8h 00m,1 Stop,"6,889"
823,IndiGo, 20 Mar 2022,Kochi,Goa,10:30,20:50,10h 20m,1 Stop,"6,889"
824,IndiGo, 20 Mar 2022,Kochi,Goa,12:50,17:25,4h 35m,1 Stop,"7,518"
825,IndiGo, 27 Feb 22,New Delhi,Bengaluru,21:50,07:50,10 h,1 stop ,"₹ 11,625"
826,IndiGo, 27 Feb 22,New Delhi,Bengaluru,07:20,10:15,02 h 55 m,Non stop,"₹ 11,999"
827,Go First, 27 Feb 22,New Delhi,Bengaluru,06:05,08:40,02 h 35 m,Non stop,"₹ 7,425"
828,, 27 Feb 22,,,,,,,
829,, 27 Feb 22,,,,,,,
830,, 27 Feb 22,,,,,,,
831,, 27 Feb 22,,,,,,,
832,IndiGo, 27 Feb 22,New Delhi,Bengaluru,08:20,11:15,02 h 55 m,Non stop,"₹ 11,999"
833,IndiGo, 27 Feb 22,New Delhi,Bengaluru,21:25,00:20,02 h 55 m,Non stop,"₹ 11,999"
834,IndiGo, 27 Feb 22,New Delhi,Bengaluru,22:50,01:45,02 h 55 m,Non stop,"₹ 11,999"
835,Vistara, 27 Feb 22,New Delhi,Bengaluru,08:05,10:50,02 h 45 m,Non stop,"₹ 12,045"
836,AirAsia, 27 Feb 22,New Delhi,Bengaluru,20:45,23:35,02 h 50 m,Non stop,"₹ 12,570"
837,AirAsia, 27 Feb 22,New Delhi,Bengaluru,21:00,12:20,15 h 20 m,1 stop ,"₹ 13,461"
838,, 27 Feb 22,,,,,,,
839,, 27 Feb 22,,,,,,,
840,, 27 Feb 22,,,,,,,
841,, 27 Feb 22,,,,,,,
842,, 27 Feb 22,,,,,,,
843,, 27 Feb 22,,,,,,,
844,AirAsia, 27 Feb 22,New Delhi,Bengaluru,08:00,10:40,02 h 40 m,Non stop,"₹ 14,880"
845,Vistara, 27 Feb 22,New Delhi,Bengaluru,09:05,11:50,02 h 45 m,Non stop,"₹ 14,880"
846,AirAsia, 27 Feb 22,New Delhi,Bengaluru,09:35,12:25,02 h 50 m,Non stop,"₹ 14,880"
847,AirAsia, 27 Feb 22,New Delhi,Bengaluru,19:00,21:45,02 h 45 m,Non stop,"₹ 14,880"
848,Air India, 27 Feb 22,New Delhi,Bengaluru,21:15,00:10,02 h 55 m,Non stop,"₹ 14,880"
849,"IndiGo, AirAsia", 27 Feb 22,New Delhi,Bengaluru,09:40,23:15,13 h 35 m,1 stop ,"₹ 15,134"
850,IndiGo, 27 Feb 22,New Delhi,Bengaluru,09:15,12:10,02 h 55 m,Non stop,"₹ 15,195"
851,Go First, 27 Feb 22,New Delhi,Bengaluru,19:40,07:40,12 h,1 stop ,"₹ 15,426"
852,, 27 Feb 22,,,,,,,
853,, 27 Feb 22,,,,,,,
854,, 27 Feb 22,,,,,,,
855,, 27 Feb 22,,,,,,,
856,, 27 Feb 22,,,,,,,
857,, 27 Feb 22,,,,,,,
858,, 27 Feb 22,,,,,,,
859,, 27 Feb 22,,,,,,,
860,, 27 Feb 22,,,,,,,
861,Air India, 27 Feb 22,New Delhi,Bengaluru,09:45,12:30,02 h 45 m,Non stop,"₹ 18,030"
862,IndiGo, 29 Mar 22,New Delhi,Bengaluru,06:25,11:45,05 h 20 m,1 stop ,"₹ 4,007"
863,IndiGo, 29 Mar 22,New Delhi,Bengaluru,07:55,13:10,05 h 15 m,1 stop ,"₹ 4,007"
864,IndiGo, 29 Mar 22,New Delhi,Bengaluru,06:40,13:10,06 h 30 m,1 stop ,"₹ 4,007"
865,IndiGo, 29 Mar 22,New Delhi,Bengaluru,05:15,14:20,09 h 05 m,1 stop ,"₹ 4,007"
866,IndiGo, 29 Mar 22,New Delhi,Bengaluru,07:20,14:25,07 h 05 m,1 stop ,"₹ 4,007"
867,IndiGo, 29 Mar 22,New Delhi,Bengaluru,06:05,14:25,08 h 20 m,1 stop ,"₹ 4,007"
868,IndiGo, 29 Mar 22,New Delhi,Bengaluru,08:25,15:35,07 h 10 m,1 stop ,"₹ 4,007"
869,IndiGo, 29 Mar 22,New Delhi,Bengaluru,13:50,19:00,05 h 10 m,1 stop ,"₹ 4,007"
870,IndiGo, 29 Mar 22,New Delhi,Bengaluru,14:35,21:25,06 h 50 m,1 stop ,"₹ 4,007"
871,IndiGo, 29 Mar 22,New Delhi,Bengaluru,14:00,22:55,08 h 55 m,1 stop ,"₹ 4,007"
872,IndiGo, 29 Mar 22,New Delhi,Bengaluru,23:15,08:10,08 h 55 m,1 stop ,"₹ 4,007"
873,Air India, 29 Mar 22,New Delhi,Bengaluru,06:10,08:55,02 h 45 m,Non stop,"₹ 4,427"
874,Air India, 29 Mar 22,New Delhi,Bengaluru,09:45,12:30,02 h 45 m,Non stop,"₹ 4,427"
875,Air India, 29 Mar 22,New Delhi,Bengaluru,16:50,20:15,03 h 25 m,Non stop,"₹ 4,427"
876,Air India, 29 Mar 22,New Delhi,Bengaluru,21:15,00:05,02 h 50 m,Non stop,"₹ 4,427"
877,IndiGo, 29 Mar 22,New Delhi,Bengaluru,02:30,05:20,02 h 50 m,Non stop,"₹ 4,500"
878,IndiGo, 29 Mar 22,New Delhi,Bengaluru,04:15,07:00,02 h 45 m,Non stop,"₹ 4,500"
879,IndiGo, 29 Mar 22,New Delhi,Bengaluru,05:50,08:35,02 h 45 m,Non stop,"₹ 4,500"
880,Go First, 29 Mar 22,New Delhi,Bengaluru,05:50,08:35,02 h 45 m,Non stop,"₹ 4,500"
881,SpiceJet, 29 Mar 22,New Delhi,Bengaluru,06:15,08:50,02 h 35 m,Non stop,"₹ 4,500"
882,IndiGo, 29 Mar 22,New Delhi,Bengaluru,07:20,10:10,02 h 50 m,Non stop,"₹ 4,500"
883,AirAsia, 29 Mar 22,New Delhi,Bengaluru,08:00,10:40,02 h 40 m,Non stop,"₹ 4,500"
884,IndiGo, 29 Mar 22,New Delhi,Bengaluru,08:20,11:05,02 h 45 m,Non stop,"₹ 4,500"
885,IndiGo, 29 Mar 22,New Delhi,Bengaluru,09:15,12:00,02 h 45 m,Non stop,"₹ 4,500"
886,AirAsia, 29 Mar 22,New Delhi,Bengaluru,09:35,12:25,02 h 50 m,Non stop,"₹ 4,500"
887,IndiGo, 29 Mar 22,New Delhi,Bengaluru,12:00,14:45,02 h 45 m,Non stop,"₹ 4,500"
888,IndiGo, 29 Mar 22,New Delhi,Bengaluru,15:30,18:15,02 h 45 m,Non stop,"₹ 4,500"
889,SpiceJet, 29 Mar 22,New Delhi,Bengaluru,16:35,19:45,03 h 10 m,Non stop,"₹ 4,500"
890,IndiGo, 29 Mar 22,New Delhi,Bengaluru,18:20,21:15,02 h 55 m,Non stop,"₹ 4,500"
891,IndiGo, 10 Mar 22,Kolkata,Coimbatore,08:05,13:40,05 h 35 m,1 stop ,"₹ 7,959"
892,IndiGo, 10 Mar 22,Kolkata,Coimbatore,08:05,15:40,07 h 35 m,1 stop ,"₹ 7,959"
893,IndiGo, 10 Mar 22,Kolkata,Coimbatore,09:15,16:05,06 h 50 m,1 stop ,"₹ 7,959"
894,IndiGo, 10 Mar 22,Kolkata,Coimbatore,07:15,16:05,08 h 50 m,1 stop ,"₹ 7,959"
895,IndiGo, 10 Mar 22,Kolkata,Coimbatore,15:00,19:55,04 h 55 m,1 stop ,"₹ 7,959"
896,IndiGo, 10 Mar 22,Kolkata,Coimbatore,11:35,20:50,09 h 15 m,1 stop ,"₹ 7,959"
897,IndiGo, 10 Mar 22,Kolkata,Coimbatore,09:15,20:50,11 h 35 m,1 stop ,"₹ 7,959"
898,IndiGo, 10 Mar 22,Kolkata,Coimbatore,10:10,22:15,12 h 05 m,1 stop ,"₹ 7,959"
899,IndiGo, 10 Mar 22,Kolkata,Coimbatore,15:00,22:50,07 h 50 m,1 stop ,"₹ 7,959"
900,IndiGo, 10 Mar 22,Kolkata,Coimbatore,23:35,08:45,09 h 10 m,1 stop ,"₹ 7,959"
901,IndiGo, 10 Mar 22,Kolkata,Coimbatore,21:20,08:45,11 h 25 m,1 stop ,"₹ 7,959"
902,IndiGo, 10 Mar 22,Kolkata,Coimbatore,22:40,09:35,10 h 55 m,1 stop ,"₹ 7,959"
903,IndiGo, 10 Mar 22,Kolkata,Coimbatore,17:45,22:50,05 h 05 m,1 stop ,"₹ 8,605"
904,IndiGo, 10 Mar 22,Kolkata,Coimbatore,01:15,09:25,08 h 10 m,1 stop ,"₹ 9,896"
905,IndiGo, 10 Mar 22,Kolkata,Coimbatore,13:55,19:40,05 h 45 m,1 stop ,"₹ 9,896"
906,IndiGo, 10 Mar 22,Kolkata,Coimbatore,14:25,20:50,06 h 25 m,1 stop ,"₹ 9,896"
907,IndiGo, 10 Mar 22,Kolkata,Coimbatore,13:55,22:25,08 h 30 m,1 stop ,"₹ 9,896"
908,IndiGo, 10 Mar 22,Kolkata,Coimbatore,16:30,23:15,06 h 45 m,1 stop ,"₹ 9,896"
909,IndiGo, 10 Mar 22,Kolkata,Coimbatore,11:25,23:15,11 h 50 m,1 stop ,"₹ 9,896"
910,IndiGo, 16 Apr 22,Kolkata,Coimbatore,23:35,09:05,09 h 30 m,1 stop ,"₹ 4,631"
911,IndiGo, 16 Apr 22,Kolkata,Coimbatore,14:00,19:55,05 h 55 m,1 stop ,"₹ 4,833"
912,IndiGo, 16 Apr 22,Kolkata,Coimbatore,09:15,19:55,10 h 40 m,1 stop ,"₹ 4,833"
913,IndiGo, 16 Apr 22,Kolkata,Coimbatore,09:15,15:55,06 h 40 m,1 stop ,"₹ 5,124"
914,IndiGo, 16 Apr 22,Kolkata,Coimbatore,06:50,15:55,09 h 05 m,1 stop ,"₹ 5,124"
915,"AirAsia, IndiGo", 16 Apr 22,Kolkata,Coimbatore,04:40,15:55,11 h 15 m,1 stop ,"₹ 5,466"
916,IndiGo, 16 Apr 22,Kolkata,Coimbatore,04:55,13:40,08 h 45 m,1 stop ,"₹ 5,591"
917,Air India, 16 Apr 22,Kolkata,Coimbatore,19:00,14:25,19 h 25 m,2 stop ,"₹ 5,639"
918,IndiGo, 16 Apr 22,Kolkata,Coimbatore,08:05,13:40,05 h 35 m,1 stop ,"₹ 5,749"
919,IndiGo, 16 Apr 22,Kolkata,Coimbatore,06:25,13:40,07 h 15 m,1 stop ,"₹ 5,749"
920,IndiGo, 16 Apr 22,Kolkata,Coimbatore,18:15,22:50,04 h 35 m,1 stop ,"₹ 5,959"
921,IndiGo, 16 Apr 22,Kolkata,Coimbatore,15:00,22:50,07 h 50 m,1 stop ,"₹ 5,959"
922,IndiGo, 16 Apr 22,Kolkata,Coimbatore,04:55,11:15,06 h 20 m,1 stop ,"₹ 6,484"
923,IndiGo, 16 Apr 22,Kolkata,Coimbatore,09:15,15:50,06 h 35 m,1 stop ,"₹ 6,584"
924,IndiGo, 16 Apr 22,Kolkata,Coimbatore,14:05,20:35,06 h 30 m,1 stop ,"₹ 6,584"
925,IndiGo, 16 Apr 22,Kolkata,Coimbatore,11:40,20:35,08 h 55 m,1 stop ,"₹ 6,584"
926,IndiGo, 16 Apr 22,Kolkata,Coimbatore,06:25,11:15,04 h 50 m,1 stop ,"₹ 6,641"
927,IndiGo, 16 Apr 22,Kolkata,Coimbatore,15:00,20:00,05 h,1 stop ,"₹ 6,641"
928,SpiceJet, 1 Apr 22,Bengaluru,Mumbai,06:30,08:15,01 h 45 m,Non stop,"₹ 2,202"
929,SpiceJet, 1 Apr 22,Bengaluru,Mumbai,18:55,20:55,02 h,Non stop,"₹ 2,202"
930,Air India, 1 Apr 22,Bengaluru,Mumbai,06:45,08:35,01 h 50 m,Non stop,"₹ 2,208"
931,Air India, 1 Apr 22,Bengaluru,Mumbai,08:20,10:05,01 h 45 m,Non stop,"₹ 2,208"
932,AirAsia, 1 Apr 22,Bengaluru,Mumbai,05:35,07:15,01 h 40 m,Non stop,"₹ 2,309"
933,AirAsia, 1 Apr 22,Bengaluru,Mumbai,18:50,20:35,01 h 45 m,Non stop,"₹ 2,309"
934,AirAsia, 1 Apr 22,Bengaluru,Mumbai,22:35,00:35,02 h,Non stop,"₹ 2,309"
935,AirAsia, 1 Apr 22,Bengaluru,Mumbai,22:45,00:35,01 h 50 m,Non stop,"₹ 2,309"
936,IndiGo, 1 Apr 22,Bengaluru,Mumbai,04:30,06:05,01 h 35 m,Non stop,"₹ 2,414"
937,Air India, 1 Apr 22,Bengaluru,Mumbai,19:10,21:05,01 h 55 m,Non stop,"₹ 2,422"
938,Go First, 1 Apr 22,Bengaluru,Mumbai,05:45,07:25,01 h 40 m,Non stop,"₹ 2,423"
939,Go First, 1 Apr 22,Bengaluru,Mumbai,08:20,10:05,01 h 45 m,Non stop,"₹ 2,423"
940,Go First, 1 Apr 22,Bengaluru,Mumbai,16:20,18:15,01 h 55 m,Non stop,"₹ 2,423"
941,Go First, 1 Apr 22,Bengaluru,Mumbai,22:25,00:15,01 h 50 m,Non stop,"₹ 2,423"
942,IndiGo, 1 Apr 22,Bengaluru,Mumbai,06:00,07:40,01 h 40 m,Non stop,"₹ 2,572"
943,IndiGo, 1 Apr 22,Bengaluru,Mumbai,07:00,08:45,01 h 45 m,Non stop,"₹ 2,572"
944,IndiGo, 1 Apr 22,Bengaluru,Mumbai,08:00,09:50,01 h 50 m,Non stop,"₹ 2,572"
945,Vistara, 1 Apr 22,Bengaluru,Mumbai,06:40,08:15,01 h 35 m,Non stop,"₹ 2,600"
946,Vistara, 1 Apr 22,Bengaluru,Mumbai,08:30,10:15,01 h 45 m,Non stop,"₹ 2,600"
947,IndiGo, 13 Mar 22,Bengaluru,Mumbai,04:30,06:10,01 h 40 m,Non stop,"₹ 2,201"
948,AirAsia, 13 Mar 22,Bengaluru,Mumbai,05:35,07:15,01 h 40 m,Non stop,"₹ 2,201"
949,Go First, 13 Mar 22,Bengaluru,Mumbai,05:45,07:20,01 h 35 m,Non stop,"₹ 2,201"
950,IndiGo, 13 Mar 22,Bengaluru,Mumbai,06:00,07:50,01 h 50 m,Non stop,"₹ 2,201"
951,Go First, 13 Mar 22,Bengaluru,Mumbai,08:10,09:50,01 h 40 m,Non stop,"₹ 2,201"
952,Go First, 13 Mar 22,Bengaluru,Mumbai,22:00,23:55,01 h 55 m,Non stop,"₹ 2,201"
953,AirAsia, 13 Mar 22,Bengaluru,Mumbai,22:45,00:35,01 h 50 m,Non stop,"₹ 2,201"
954,Vistara, 13 Mar 22,Bengaluru,Mumbai,06:40,08:15,01 h 35 m,Non stop,"₹ 2,250"
955,Vistara, 13 Mar 22,Bengaluru,Mumbai,21:40,23:25,01 h 45 m,Non stop,"₹ 2,250"
956,IndiGo, 13 Mar 22,Bengaluru,Mumbai,07:00,08:50,01 h 50 m,Non stop,"₹ 2,309"
957,Go First, 13 Mar 22,Bengaluru,Mumbai,20:00,21:50,01 h 50 m,Non stop,"₹ 2,423"
958,Air India, 13 Mar 22,Bengaluru,Mumbai,19:10,21:05,01 h 55 m,Non stop,"₹ 2,838"
959,IndiGo, 13 Mar 22,Bengaluru,Mumbai,08:05,09:55,01 h 50 m,Non stop,"₹ 3,149"
960,IndiGo, 13 Mar 22,Bengaluru,Mumbai,22:40,00:35,01 h 55 m,Non stop,"₹ 3,359"
961,AirAsia, 13 Mar 22,Bengaluru,Mumbai,18:50,20:35,01 h 45 m,Non stop,"₹ 3,551"
962,IndiGo, 13 Mar 22,Bengaluru,Mumbai,18:00,19:50,01 h 50 m,Non stop,"₹ 3,884"
963,IndiGo, 13 Mar 22,Bengaluru,Mumbai,06:10,10:05,03 h 55 m,1 stop ,"₹ 4,190"
964,, 13 Mar 22,,,,,,,
965,, 13 Mar 22,,,,,,,
966,, 13 Mar 22,,,,,,,
967,, 13 Mar 22,,,,,,,
968,, 13 Mar 22,,,,,,,
969,IndiGo, 13 Mar 22,Bengaluru,Mumbai,19:35,21:35,02 h,Non stop,"₹ 4,199"
970,Vistara, 13 Mar 22,Bengaluru,Mumbai,07:55,14:30,06 h 35 m,1 stop ,"₹ 4,242"
971,, 13 Mar 22,,,,,,,
972,, 13 Mar 22,,,,,,,
973,, 13 Mar 22,,,,,,,
974,IndiGo, 18 Apr 22,Kochi,Chennai,09:25,10:45,01 h 20 m,Non stop,"₹ 3,784"
