,Airline,Date of Journey,Source,Destination,Departure Time,Arrival Time,Duration,Total Stops,Price
1240,IndiGo, 10 Apr 22,Chennai,Lucknow,04:00,10:15,06 h 15 m,1 stop ,"₹ 3,783"
1241,IndiGo, 10 Apr 22,Chennai,Lucknow,06:00,13:20,07 h 20 m,1 stop ,"₹ 3,783"
1242,IndiGo, 10 Apr 22,Chennai,Lucknow,04:50,13:20,08 h 30 m,1 stop ,"₹ 3,783"
1243,IndiGo, 10 Apr 22,Chennai,Lucknow,06:25,14:20,07 h 55 m,1 stop ,"₹ 3,783"
1244,IndiGo, 10 Apr 22,Chennai,Lucknow,08:15,17:40,09 h 25 m,1 stop ,"₹ 3,783"
1245,IndiGo, 10 Apr 22,Chennai,Lucknow,08:50,18:45,09 h 55 m,1 stop ,"₹ 3,783"
1246,IndiGo, 10 Apr 22,Chennai,Lucknow,13:05,23:45,10 h 40 m,1 stop ,"₹ 3,783"
1247,IndiGo, 10 Apr 22,Chennai,Lucknow,22:30,06:10,07 h 40 m,1 stop ,"₹ 3,783"
1248,IndiGo, 10 Apr 22,Chennai,Lucknow,19:35,06:10,10 h 35 m,1 stop ,"₹ 3,783"
1249,IndiGo, 10 Apr 22,Chennai,Lucknow,19:55,07:50,11 h 55 m,1 stop ,"₹ 3,783"
1250,IndiGo, 10 Apr 22,Chennai,Lucknow,10:55,13:30,02 h 35 m,Non stop,"₹ 4,018"
1251,Air India, 10 Apr 22,Chennai,Lucknow,06:00,13:25,07 h 25 m,1 stop ,"₹ 4,098"
1252,Air India, 10 Apr 22,Chennai,Lucknow,09:55,19:40,09 h 45 m,1 stop ,"₹ 4,098"
1253,IndiGo, 10 Apr 22,Chennai,Lucknow,04:45,10:10,05 h 25 m,1 stop ,"₹ 4,845"
1254,IndiGo, 10 Apr 22,Chennai,Lucknow,09:40,18:05,08 h 25 m,1 stop ,"₹ 4,845"
1255,Vistara, 10 Apr 22,Chennai,Lucknow,10:45,17:15,06 h 30 m,1 stop ,"₹ 5,337"
1256,IndiGo, 10 Apr 22,Chennai,Lucknow,09:55,15:30,05 h 35 m,1 stop ,"₹ 5,620"
1257,IndiGo, 28 Apr 22,Chennai,Lucknow,08:15,17:40,09 h 25 m,1 stop ,"₹ 3,305"
1258,Air India, 28 Apr 22,Chennai,Lucknow,09:55,19:40,09 h 45 m,1 stop ,"₹ 4,098"
1259,IndiGo, 28 Apr 22,Chennai,Lucknow,10:55,13:30,02 h 35 m,Non stop,"₹ 4,228"
1260,Air India, 28 Apr 22,Chennai,Lucknow,06:00,13:25,07 h 25 m,1 stop ,"₹ 4,518"
1261,IndiGo, 28 Apr 22,Chennai,Lucknow,06:25,14:20,07 h 55 m,1 stop ,"₹ 5,148"
1262,Vistara, 28 Apr 22,Chennai,Lucknow,07:05,14:50,07 h 45 m,1 stop ,"₹ 5,337"
1263,Vistara, 28 Apr 22,Chennai,Lucknow,10:45,17:15,06 h 30 m,1 stop ,"₹ 5,337"
1264,IndiGo, 28 Apr 22,Chennai,Lucknow,04:50,13:20,08 h 30 m,1 stop ,"₹ 5,348"
1265,IndiGo, 28 Apr 22,Chennai,Lucknow,06:00,13:20,07 h 20 m,1 stop ,"₹ 5,558"
1266,Air India, 28 Apr 22,Chennai,Lucknow,06:15,13:20,07 h 05 m,1 stop ,"₹ 5,631"
1267,IndiGo, 28 Apr 22,Chennai,Lucknow,08:10,20:10,12 h,1 stop ,"₹ 5,768"
1268,IndiGo, 28 Apr 22,Chennai,Lucknow,04:45,10:10,05 h 25 m,1 stop ,"₹ 5,803"
1269,IndiGo, 28 Apr 22,Chennai,Lucknow,08:35,15:45,07 h 10 m,1 stop ,"₹ 5,988"
1270,IndiGo, 28 Apr 22,Chennai,Lucknow,14:05,22:25,08 h 20 m,1 stop ,"₹ 5,988"
1271,IndiGo, 28 Apr 22,Chennai,Lucknow,22:30,06:10,07 h 40 m,1 stop ,"₹ 5,988"
1272,IndiGo, 28 Apr 22,Chennai,Lucknow,09:55,15:30,05 h 35 m,1 stop ,"₹ 6,052"
1273,Go First, 28 Apr 22,Chennai,Lucknow,13:45,22:00,08 h 15 m,1 stop ,"₹ 6,401"
1274,Air India, 17 Apr 22,New Delhi,Goa,09:00,22:20,13 h 20 m,1 stop ,"₹ 3,988"
1275,Air India, 17 Apr 22,New Delhi,Goa,10:45,13:35,02 h 50 m,Non stop,"₹ 4,013"
1276,Air India, 17 Apr 22,New Delhi,Goa,22:00,00:40,02 h 40 m,Non stop,"₹ 4,013"
1277,Air India, 17 Apr 22,New Delhi,Goa,09:00,14:45,05 h 45 m,1 stop ,"₹ 4,303"
1278,, 17 Apr 22,,,,,,,
1279,, 17 Apr 22,,,,,,,
1280,, 17 Apr 22,,,,,,,
1281,, 17 Apr 22,,,,,,,
1282,, 17 Apr 22,,,,,,,
1283,, 17 Apr 22,,,,,,,
1284,, 17 Apr 22,,,,,,,
1285,, 17 Apr 22,,,,,,,
1286,, 17 Apr 22,,,,,,,
1287,AirAsia, 17 Apr 22,New Delhi,Goa,05:20,07:50,02 h 30 m,Non stop,"₹ 4,500"
1288,Vistara, 17 Apr 22,New Delhi,Goa,07:10,09:45,02 h 35 m,Non stop,"₹ 4,500"
1289,Go First, 17 Apr 22,New Delhi,Goa,08:40,11:30,02 h 50 m,Non stop,"₹ 4,500"
1290,Go First, 17 Apr 22,New Delhi,Goa,10:40,13:20,02 h 40 m,Non stop,"₹ 4,500"
1291,IndiGo, 17 Apr 22,New Delhi,Goa,10:55,13:35,02 h 40 m,Non stop,"₹ 4,500"
1292,IndiGo, 17 Apr 22,New Delhi,Goa,12:10,14:50,02 h 40 m,Non stop,"₹ 4,500"
1293,AirAsia, 17 Apr 22,New Delhi,Goa,12:10,14:55,02 h 45 m,Non stop,"₹ 4,500"
1294,AirAsia, 17 Apr 22,New Delhi,Goa,12:40,15:25,02 h 45 m,Non stop,"₹ 4,500"
1295,IndiGo, 17 Apr 22,New Delhi,Goa,16:35,19:10,02 h 35 m,Non stop,"₹ 4,500"
1296,Vistara, 17 Apr 22,New Delhi,Goa,18:40,21:20,02 h 40 m,Non stop,"₹ 4,500"
1297,IndiGo, 17 Apr 22,New Delhi,Goa,18:55,21:30,02 h 35 m,Non stop,"₹ 4,500"
1298,AirAsia, 17 Apr 22,New Delhi,Goa,20:00,22:35,02 h 35 m,Non stop,"₹ 4,500"
1299,Go First, 17 Apr 22,New Delhi,Goa,20:15,23:05,02 h 50 m,Non stop,"₹ 4,500"
1300,IndiGo, 17 Apr 22,New Delhi,Goa,21:50,00:20,02 h 30 m,Non stop,"₹ 4,500"
1301,IndiGo, 17 Apr 22,New Delhi,Goa,01:15,06:25,05 h 10 m,1 stop ,"₹ 4,572"
1302,, 17 Apr 22,,,,,,,
1303,, 17 Apr 22,,,,,,,
1304,, 17 Apr 22,,,,,,,
1305,, 17 Apr 22,,,,,,,
1306,, 17 Apr 22,,,,,,,
1307,, 17 Apr 22,,,,,,,
1308,, 17 Apr 22,,,,,,,
1309,, 17 Apr 22,,,,,,,
1310,, 17 Apr 22,,,,,,,
1311,, 17 Apr 22,,,,,,,
1312,, 17 Apr 22,,,,,,,
1313,, 17 Apr 22,,,,,,,
1314,, 17 Apr 22,,,,,,,
1315,, 17 Apr 22,,,,,,,
1316,, 17 Apr 22,,,,,,,
1317,AirAsia, 14 Mar 22,New Delhi,Goa,09:35,22:00,12 h 25 m,1 stop ,"₹ 3,989"
1318,AirAsia, 14 Mar 22,New Delhi,Goa,08:00,22:00,14 h,1 stop ,"₹ 3,989"
1319,AirAsia, 14 Mar 22,New Delhi,Goa,20:45,07:00,10 h 15 m,1 stop ,"₹ 3,989"
1320,Go First, 14 Mar 22,New Delhi,Goa,15:00,23:25,08 h 25 m,1 stop ,"₹ 4,486"
1321,Go First, 14 Mar 22,New Delhi,Goa,14:20,23:25,09 h 05 m,1 stop ,"₹ 4,486"
1322,Go First, 14 Mar 22,New Delhi,Goa,13:00,23:25,10 h 25 m,1 stop ,"₹ 4,486"
1323,Go First, 14 Mar 22,New Delhi,Goa,11:15,23:25,12 h 10 m,1 stop ,"₹ 4,486"
1324,Go First, 14 Mar 22,New Delhi,Goa,22:30,06:10,07 h 40 m,1 stop ,"₹ 4,486"
1325,Go First, 14 Mar 22,New Delhi,Goa,21:00,06:10,09 h 10 m,1 stop ,"₹ 4,486"
1326,Go First, 14 Mar 22,New Delhi,Goa,20:45,06:10,09 h 25 m,1 stop ,"₹ 4,486"
1327,IndiGo, 14 Mar 22,New Delhi,Goa,00:05,02:30,02 h 25 m,Non stop,"₹ 4,500"
1328,IndiGo, 14 Mar 22,New Delhi,Goa,18:55,21:30,02 h 35 m,Non stop,"₹ 4,500"
1329,Go First, 14 Mar 22,New Delhi,Goa,20:45,23:10,02 h 25 m,Non stop,"₹ 4,500"
1330,IndiGo, 14 Mar 22,New Delhi,Goa,21:45,00:20,02 h 35 m,Non stop,"₹ 4,500"
1331,SpiceJet, 14 Mar 22,New Delhi,Goa,19:30,22:00,02 h 30 m,Non stop,"₹ 4,511"
1332,SpiceJet, 14 Mar 22,New Delhi,Goa,20:10,22:30,02 h 20 m,Non stop,"₹ 4,511"
1333,Air India, 14 Mar 22,New Delhi,Goa,22:00,00:35,02 h 35 m,Non stop,"₹ 4,538"
1334,IndiGo, 14 Mar 22,New Delhi,Goa,16:00,00:55,08 h 55 m,1 stop ,"₹ 4,572"
1335,, 14 Mar 22,,,,,,,
1336,, 14 Mar 22,,,,,,,
1337,, 14 Mar 22,,,,,,,
1338,, 14 Mar 22,,,,,,,
1339,SpiceJet, 14 Mar 22,New Delhi,Goa,16:20,19:00,02 h 40 m,Non stop,"₹ 4,827"
1340,IndiGo, 14 Mar 22,New Delhi,Goa,16:00,23:00,07 h,1 stop ,"₹ 4,837"
1341,Go First, 14 Mar 22,New Delhi,Goa,13:00,17:45,04 h 45 m,1 stop ,"₹ 4,906"
1342,Go First, 14 Mar 22,New Delhi,Goa,10:50,13:30,02 h 40 m,Non stop,"₹ 4,930"
1343,AirAsia, 14 Mar 22,New Delhi,Goa,12:40,15:25,02 h 45 m,Non stop,"₹ 4,945"
1344,AirAsia, 14 Mar 22,New Delhi,Goa,20:00,22:35,02 h 35 m,Non stop,"₹ 4,945"
1345,IndiGo, 14 Mar 22,New Delhi,Goa,08:20,14:55,06 h 35 m,1 stop ,"₹ 4,992"
1346,, 14 Mar 22,,,,,,,
1347,, 14 Mar 22,,,,,,,
1348,, 14 Mar 22,,,,,,,
1349,, 14 Mar 22,,,,,,,
1350,Vistara, 14 Mar 22,New Delhi,Goa,18:40,21:20,02 h 40 m,Non stop,"₹ 5,235"
1351,IndiGo, 14 Mar 22,New Delhi,Goa,17:15,23:00,05 h 45 m,1 stop ,"₹ 5,269"
1352,, 14 Mar 22,,,,,,,
1353,, 14 Mar 22,,,,,,,
1354,, 14 Mar 22,,,,,,,
1355,, 14 Mar 22,,,,,,,
1356,, 14 Mar 22,,,,,,,
1357,IndiGo, 14 Mar 22,New Delhi,Goa,15:50,18:20,02 h 30 m,Non stop,"₹ 5,483"
1358,AirAsia, 27 Mar 22,Goa,Kochi,07:35,14:15,06 h 40 m,1 stop ,"₹ 4,091"
1359,AirAsia, 27 Mar 22,Goa,Kochi,06:25,16:50,10 h 25 m,1 stop ,"₹ 4,091"
1360,Go First, 27 Mar 22,Goa,Kochi,13:50,23:15,09 h 25 m,1 stop ,"₹ 4,092"
1361,IndiGo, 27 Mar 22,Goa,Kochi,01:05,02:25,01 h 20 m,Non stop,"₹ 3,006"
1362,, 27 Mar 22,,,,,,,
1363,, 27 Mar 22,,,,,,,
1364,, 27 Mar 22,,,,,,,
1365,, 27 Mar 22,,,,,,,
1366,IndiGo, 27 Mar 22,Goa,Kochi,02:30,08:25,05 h 55 m,1 stop ,"₹ 4,581"
1367,IndiGo, 27 Mar 22,Goa,Kochi,08:05,17:20,09 h 15 m,1 stop ,"₹ 4,581"
1368,IndiGo, 27 Mar 22,Goa,Kochi,23:30,08:25,08 h 55 m,1 stop ,"₹ 4,581"
1369,Air India, 27 Mar 22,Goa,Kochi,06:50,19:15,12 h 25 m,1 stop ,"₹ 4,627"
1370,"Go First, IndiGo", 27 Mar 22,Goa,Kochi,13:50,20:45,06 h 55 m,1 stop ,"₹ 4,648"
1371,"IndiGo, AirAsia", 27 Mar 22,Goa,Kochi,02:30,07:00,04 h 30 m,1 stop ,"₹ 4,772"
1372,AirAsia, 27 Mar 22,Goa,Kochi,22:30,07:00,08 h 30 m,1 stop ,"₹ 4,773"
1373,IndiGo, 27 Mar 22,Goa,Kochi,08:05,13:35,05 h 30 m,1 stop ,"₹ 4,875"
1374,"SpiceJet, AirAsia", 27 Mar 22,Goa,Kochi,08:10,14:15,06 h 05 m,1 stop ,"₹ 4,875"
1375,"AirAsia, IndiGo", 27 Mar 22,Goa,Kochi,07:35,13:35,06 h,1 stop ,"₹ 5,040"
1376,Air India, 27 Mar 22,Goa,Kochi,01:00,07:30,06 h 30 m,1 stop ,"₹ 5,064"
1377,IndiGo, 27 Mar 22,Goa,Kochi,02:05,07:50,05 h 45 m,1 stop ,"₹ 5,185"
1378,"SpiceJet, IndiGo", 27 Mar 22,Goa,Kochi,08:10,13:35,05 h 25 m,1 stop ,"₹ 5,244"
1379,Go First, 27 Mar 22,Goa,Kochi,23:50,07:15,07 h 25 m,1 stop ,"₹ 5,367"
1380,IndiGo, 27 Mar 22,Goa,Kochi,06:55,12:40,05 h 45 m,1 stop ,"₹ 5,579"
1381,IndiGo, 5 Mar 22,Goa,Kochi,01:05,02:25,01 h 20 m,Non stop,"₹ 3,636"
1382,IndiGo, 5 Mar 22,Goa,Kochi,02:30,07:00,04 h 30 m,1 stop ,"₹ 3,636"
1383,IndiGo, 5 Mar 22,Goa,Kochi,00:05,10:00,09 h 55 m,1 stop ,"₹ 3,636"
1384,IndiGo, 5 Mar 22,Goa,Kochi,06:25,10:55,04 h 30 m,1 stop ,"₹ 3,636"
1385,IndiGo, 5 Mar 22,Goa,Kochi,23:30,07:00,07 h 30 m,1 stop ,"₹ 3,636"
1386,AirAsia, 5 Mar 22,Goa,Kochi,22:30,07:00,08 h 30 m,1 stop ,"₹ 3,637"
1387,IndiGo, 5 Mar 22,Goa,Kochi,21:45,07:00,09 h 15 m,1 stop ,"₹ 4,256"
1388,IndiGo, 5 Mar 22,Goa,Kochi,07:20,13:15,05 h 55 m,1 stop ,"₹ 4,565"
1389,IndiGo, 5 Mar 22,Goa,Kochi,23:05,09:25,10 h 20 m,1 stop ,"₹ 5,108"
1390,AirAsia, 5 Mar 22,Goa,Kochi,20:05,07:00,10 h 55 m,2 stop ,"₹ 5,717"
1391,AirAsia, 5 Mar 22,Goa,Kochi,17:55,07:00,13 h 05 m,2 stop ,"₹ 5,717"
1392,Air India, 5 Mar 22,Goa,Kochi,21:00,11:25,14 h 25 m,2 stop ,"₹ 6,735"
1393,IndiGo, 5 Mar 22,Goa,Kochi,15:25,22:35,07 h 10 m,1 stop ,"₹ 7,973"
1394,IndiGo, 5 Mar 22,Goa,Kochi,17:55,23:40,05 h 45 m,1 stop ,"₹ 8,282"
1395,IndiGo, 5 Mar 22,Goa,Kochi,18:55,22:35,03 h 40 m,1 stop ,"₹ 8,592"
1396,IndiGo, 5 Mar 22,Goa,Kochi,14:35,22:35,08 h,1 stop ,"₹ 8,592"
1397,IndiGo, 5 Mar 22,Goa,Kochi,01:35,10:45,09 h 10 m,1 stop ,"₹ 8,902"
1398,IndiGo, 5 Mar 22,Goa,Kochi,15:25,20:50,05 h 25 m,1 stop ,"₹ 8,902"
1399,IndiGo, 15 Mar 22,Goa,Bengaluru,02:30,03:45,01 h 15 m,Non stop,"₹ 2,600"
1400,AirAsia, 15 Mar 22,Goa,Bengaluru,07:35,08:40,01 h 05 m,Non stop,"₹ 2,600"
1401,Go First, 15 Mar 22,Goa,Bengaluru,14:00,15:10,01 h 10 m,Non stop,"₹ 2,600"
1402,AirAsia, 15 Mar 22,Goa,Bengaluru,22:30,23:50,01 h 20 m,Non stop,"₹ 2,600"
1403,IndiGo, 15 Mar 22,Goa,Bengaluru,23:30,00:45,01 h 15 m,Non stop,"₹ 2,600"
1404,IndiGo, 15 Mar 22,Goa,Bengaluru,08:05,09:15,01 h 10 m,Non stop,"₹ 2,901"
1405,IndiGo, 15 Mar 22,Goa,Bengaluru,21:45,23:05,01 h 20 m,Non stop,"₹ 2,901"
1406,Vistara, 15 Mar 22,Goa,Bengaluru,14:40,16:00,01 h 20 m,Non stop,"₹ 2,902"
1407,SpiceJet, 15 Mar 22,Goa,Bengaluru,07:30,09:00,01 h 30 m,Non stop,"₹ 3,004"
1408,IndiGo, 15 Mar 22,Goa,Bengaluru,15:25,16:55,01 h 30 m,Non stop,"₹ 3,846"
1409,IndiGo, 15 Mar 22,Goa,Bengaluru,18:55,20:05,01 h 10 m,Non stop,"₹ 4,161"
1410,Go First, 15 Mar 22,Goa,Bengaluru,23:55,07:40,07 h 45 m,1 stop ,"₹ 4,277"
1411,, 15 Mar 22,,,,,,,
1412,, 15 Mar 22,,,,,,,
1413,, 15 Mar 22,,,,,,,
1414,, 15 Mar 22,,,,,,,
1415,, 15 Mar 22,,,,,,,
1416,, 15 Mar 22,,,,,,,
1417,, 15 Mar 22,,,,,,,
1418,, 15 Mar 22,,,,,,,
1419,, 15 Mar 22,,,,,,,
1420,, 15 Mar 22,,,,,,,
1421,Air India, 15 Mar 22,Goa,Bengaluru,21:00,22:30,01 h 30 m,Non stop,"₹ 4,477"
1422,IndiGo, 15 Mar 22,Goa,Bengaluru,14:35,16:00,01 h 25 m,Non stop,"₹ 4,686"
1423,AirAsia, 30 Mar 22,Goa,Bengaluru,17:55,20:55,03 h,1 stop ,"₹ 2,430"
1424,AirAsia, 30 Mar 22,Goa,Bengaluru,20:05,23:10,03 h 05 m,1 stop ,"₹ 2,430"
1425,AirAsia, 30 Mar 22,Goa,Bengaluru,07:35,08:25,50 m,Non stop,"₹ 2,600"
1426,Vistara, 30 Mar 22,Goa,Bengaluru,14:40,16:00,01 h 20 m,Non stop,"₹ 2,600"
1427,IndiGo, 30 Mar 22,Goa,Bengaluru,21:45,23:00,01 h 15 m,Non stop,"₹ 2,600"
1428,AirAsia, 30 Mar 22,Goa,Bengaluru,22:30,23:50,01 h 20 m,Non stop,"₹ 2,600"
1429,IndiGo, 30 Mar 22,Goa,Bengaluru,23:30,00:50,01 h 20 m,Non stop,"₹ 2,600"
1430,SpiceJet, 30 Mar 22,Goa,Bengaluru,08:10,09:30,01 h 20 m,Non stop,"₹ 2,619"
1431,SpiceJet, 30 Mar 22,Goa,Bengaluru,21:00,22:25,01 h 25 m,Non stop,"₹ 2,619"
1432,Go First, 30 Mar 22,Goa,Bengaluru,13:50,15:00,01 h 10 m,Non stop,"₹ 2,777"
1433,Air India, 30 Mar 22,Goa,Bengaluru,21:00,22:30,01 h 30 m,Non stop,"₹ 2,850"
1434,IndiGo, 30 Mar 22,Goa,Bengaluru,02:30,03:40,01 h 10 m,Non stop,"₹ 2,901"
1435,IndiGo, 30 Mar 22,Goa,Bengaluru,08:05,09:20,01 h 15 m,Non stop,"₹ 2,901"
1436,AirAsia, 30 Mar 22,Goa,Bengaluru,17:55,23:10,05 h 15 m,1 stop ,"₹ 3,374"
1437,, 30 Mar 22,,,,,,,
1438,, 30 Mar 22,,,,,,,
1439,, 30 Mar 22,,,,,,,
1440,, 30 Mar 22,,,,,,,
1441,, 30 Mar 22,,,,,,,
1442,, 30 Mar 22,,,,,,,
1443,, 30 Mar 22,,,,,,,
1444,IndiGo, 1 Apr 22,Kolkata,New Delhi,07:05,12:55,05 h 50 m,1 stop ,"₹ 3,437"
1445,IndiGo, 1 Apr 22,Kolkata,New Delhi,07:00,15:15,08 h 15 m,1 stop ,"₹ 3,437"
1446,IndiGo, 1 Apr 22,Kolkata,New Delhi,14:30,20:00,05 h 30 m,1 stop ,"₹ 3,437"
1447,IndiGo, 1 Apr 22,Kolkata,New Delhi,11:25,20:35,09 h 10 m,1 stop ,"₹ 3,437"
1448,IndiGo, 1 Apr 22,Kolkata,New Delhi,17:20,22:15,04 h 55 m,1 stop ,"₹ 3,437"
1449,Go First, 1 Apr 22,Kolkata,New Delhi,05:45,08:05,02 h 20 m,Non stop,"₹ 3,999"
1450,AirAsia, 1 Apr 22,Kolkata,New Delhi,07:40,10:05,02 h 25 m,Non stop,"₹ 3,999"
1451,SpiceJet, 1 Apr 22,Kolkata,New Delhi,18:00,20:35,02 h 35 m,Non stop,"₹ 3,999"
1452,AirAsia, 1 Apr 22,Kolkata,New Delhi,19:45,22:25,02 h 40 m,Non stop,"₹ 3,999"
1453,SpiceJet, 1 Apr 22,Kolkata,New Delhi,22:00,00:35,02 h 35 m,Non stop,"₹ 3,999"
1454,AirAsia, 1 Apr 22,Kolkata,New Delhi,23:40,02:10,02 h 30 m,Non stop,"₹ 3,999"
1455,Vistara, 1 Apr 22,Kolkata,New Delhi,20:20,22:45,02 h 25 m,Non stop,"₹ 4,106"
1456,Vistara, 1 Apr 22,Kolkata,New Delhi,07:10,09:35,02 h 25 m,Non stop,"₹ 4,211"
1457,Vistara, 1 Apr 22,Kolkata,New Delhi,15:20,17:45,02 h 25 m,Non stop,"₹ 4,211"
1458,Vistara, 1 Apr 22,Kolkata,New Delhi,18:45,21:10,02 h 25 m,Non stop,"₹ 4,211"
1459,IndiGo, 1 Apr 22,Kolkata,New Delhi,11:50,21:10,09 h 20 m,1 stop ,"₹ 4,291"
1460,Vistara, 1 Apr 22,Kolkata,New Delhi,10:15,12:35,02 h 20 m,Non stop,"₹ 4,316"
1461,IndiGo, 1 Apr 22,Kolkata,New Delhi,01:15,03:40,02 h 25 m,Non stop,"₹ 4,389"
1462,IndiGo, 1 Apr 22,Kolkata,New Delhi,05:30,07:55,02 h 25 m,Non stop,"₹ 4,389"
1463,IndiGo, 1 Apr 22,Kolkata,New Delhi,08:45,11:05,02 h 20 m,Non stop,"₹ 4,389"
1464,IndiGo, 1 Apr 22,Kolkata,New Delhi,10:10,12:30,02 h 20 m,Non stop,"₹ 4,389"
1465,IndiGo, 1 Apr 22,Kolkata,New Delhi,16:30,18:55,02 h 25 m,Non stop,"₹ 4,389"
1466,IndiGo, 1 Apr 22,Kolkata,New Delhi,18:05,20:30,02 h 25 m,Non stop,"₹ 4,389"
1467,Air India, 21 Mar 22,Kolkata,New Delhi,13:30,20:55,07 h 25 m,2 stop ,"₹ 3,016"
1468,AirAsia, 21 Mar 22,Kolkata,New Delhi,07:40,10:05,02 h 25 m,Non stop,"₹ 3,999"
1469,Go First, 21 Mar 22,Kolkata,New Delhi,08:30,11:00,02 h 30 m,Non stop,"₹ 3,999"
1470,IndiGo, 21 Mar 22,Kolkata,New Delhi,18:05,20:35,02 h 30 m,Non stop,"₹ 3,999"
1471,IndiGo, 21 Mar 22,Kolkata,New Delhi,19:20,21:50,02 h 30 m,Non stop,"₹ 3,999"
1472,AirAsia, 21 Mar 22,Kolkata,New Delhi,20:00,22:40,02 h 40 m,Non stop,"₹ 3,999"
1473,IndiGo, 21 Mar 22,Kolkata,New Delhi,20:25,22:55,02 h 30 m,Non stop,"₹ 3,999"
1474,IndiGo, 21 Mar 22,Kolkata,New Delhi,21:40,00:10,02 h 30 m,Non stop,"₹ 3,999"
1475,AirAsia, 21 Mar 22,Kolkata,New Delhi,23:40,02:10,02 h 30 m,Non stop,"₹ 3,999"
1476,Vistara, 21 Mar 22,Kolkata,New Delhi,20:25,22:45,02 h 20 m,Non stop,"₹ 4,106"
1477,AirAsia, 21 Mar 22,Kolkata,New Delhi,13:30,22:15,08 h 45 m,1 stop ,"₹ 4,151"
1478,, 21 Mar 22,,,,,,,
1479,, 21 Mar 22,,,,,,,
1480,, 21 Mar 22,,,,,,,
1481,, 21 Mar 22,,,,,,,
1482,SpiceJet, 21 Mar 22,Kolkata,New Delhi,21:55,00:25,02 h 30 m,Non stop,"₹ 4,177"
1483,Vistara, 21 Mar 22,Kolkata,New Delhi,07:10,09:35,02 h 25 m,Non stop,"₹ 4,211"
1484,Vistara, 21 Mar 22,Kolkata,New Delhi,18:45,21:10,02 h 25 m,Non stop,"₹ 4,211"
1485,IndiGo, 21 Mar 22,Kolkata,New Delhi,01:15,03:45,02 h 30 m,Non stop,"₹ 4,389"
1486,IndiGo, 21 Mar 22,Kolkata,New Delhi,05:30,08:00,02 h 30 m,Non stop,"₹ 4,389"
1487,IndiGo, 21 Mar 22,Kolkata,New Delhi,06:40,09:15,02 h 35 m,Non stop,"₹ 4,389"
1488,IndiGo, 21 Mar 22,Kolkata,New Delhi,16:30,19:00,02 h 30 m,Non stop,"₹ 4,389"
1489,Air India, 21 Mar 22,Kolkata,New Delhi,07:00,09:15,02 h 15 m,Non stop,"₹ 4,631"
1490,IndiGo, 31 Mar 22,Kolkata,Chennai,04:55,07:10,02 h 15 m,Non stop,"₹ 2,966"
1491,IndiGo, 31 Mar 22,Kolkata,Chennai,06:25,08:40,02 h 15 m,Non stop,"₹ 2,966"
1492,AirAsia, 31 Mar 22,Kolkata,Chennai,07:35,09:55,02 h 20 m,Non stop,"₹ 2,966"
1493,IndiGo, 31 Mar 22,Kolkata,Chennai,08:05,10:25,02 h 20 m,Non stop,"₹ 2,966"
1494,AirAsia, 31 Mar 22,Kolkata,Chennai,13:30,16:05,02 h 35 m,Non stop,"₹ 2,966"
1495,IndiGo, 31 Mar 22,Kolkata,Chennai,21:55,00:10,02 h 15 m,Non stop,"₹ 2,966"
1496,IndiGo, 31 Mar 22,Kolkata,Chennai,23:55,02:10,02 h 15 m,Non stop,"₹ 2,966"
1497,IndiGo, 31 Mar 22,Kolkata,Chennai,15:00,17:20,02 h 20 m,Non stop,"₹ 3,229"
1498,IndiGo, 31 Mar 22,Kolkata,Chennai,18:15,20:35,02 h 20 m,Non stop,"₹ 3,386"
1499,IndiGo, 22 Apr 22,Kolkata,Chennai,23:55,02:10,02 h 15 m,Non stop,"₹ 3,071"
1500,IndiGo, 22 Apr 22,Kolkata,Chennai,04:55,07:10,02 h 15 m,Non stop,"₹ 3,229"
1501,IndiGo, 22 Apr 22,Kolkata,Chennai,06:25,08:40,02 h 15 m,Non stop,"₹ 3,229"
1502,IndiGo, 22 Apr 22,Kolkata,Chennai,08:05,10:25,02 h 20 m,Non stop,"₹ 3,229"
1503,IndiGo, 22 Apr 22,Kolkata,Chennai,21:55,00:10,02 h 15 m,Non stop,"₹ 3,229"
1504,IndiGo, 22 Apr 22,Kolkata,Chennai,23:35,07:20,07 h 45 m,1 stop ,"₹ 3,269"
1505,AirAsia, 22 Apr 22,Kolkata,Chennai,07:35,09:55,02 h 20 m,Non stop,"₹ 3,387"
1506,AirAsia, 22 Apr 22,Kolkata,Chennai,13:30,16:05,02 h 35 m,Non stop,"₹ 3,387"
1507,Air India, 22 Apr 22,Kolkata,Chennai,19:00,08:00,13 h,1 stop ,"₹ 3,644"
1508,IndiGo, 22 Apr 22,Kolkata,Chennai,18:15,20:35,02 h 20 m,Non stop,"₹ 3,806"
1509,IndiGo, 22 Apr 22,Kolkata,Chennai,14:00,00:25,10 h 25 m,1 stop ,"₹ 3,962"
1510,IndiGo, 22 Apr 22,Kolkata,Chennai,20:10,07:20,11 h 10 m,1 stop ,"₹ 3,962"
1511,Air India, 22 Apr 22,Kolkata,Chennai,17:00,19:15,02 h 15 m,Non stop,"₹ 4,016"
1512,IndiGo, 22 Apr 22,Kolkata,Chennai,15:00,17:20,02 h 20 m,Non stop,"₹ 4,226"
1513,Go First, 10 Apr 22,Kolkata,Goa,20:00,06:05,10 h 05 m,1 stop ,"₹ 4,690"
1514,IndiGo, 10 Apr 22,Kolkata,Goa,10:15,18:15,08 h,1 stop ,"₹ 4,898"
